,LIDNUM,NAME,LOC_SYNONYMS,COUNTRY,STATE,COUNTY,BFA_MAX,BFA_MIN,MAX_AGE,MIN_AGE,CHRON,
69348,11124,Southern Great Basin SB57II,SB57II,Mexico,Hidalgo,,hemphillian-4,blancan-early,5.91,2.63,Hh4-E Bl,
69349,11125,Southern Great Basin SB57III,SB57III,Mexico,Guanajuato,,hemphillian-4,blancan-early,5.91,2.63,,
69355,11126,Southern Great Basin SB58A,SB58A,Mexico,Guanajuato,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
69372,11127,Southern Great Basin SB58B,SB58B,Mexico,Guanajuato,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
69385,11128,Southern Great Basin SB58C,SB58C,Mexico,Guanajuato,,blancan-early,blancan-early,4.91,2.63,E Bl,
69396,11129,Southern Great Basin SB58IIA,SB58IIA,Mexico,Jalisco,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
69402,11130,Southern Great Basin SB58IIB,SB58IIB,Mexico,Jalisco,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
69413,11131,Southern Great Basin SB58IIC,SB58IIC,Mexico,Jalisco,,blancan-late,irvingtonian-1,2.63,0.9,L Bl-E Ir,
69418,11132,Southern Great Basin SB58III,SB58III,Mexico,Jalisco,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
69419,11133,Southern Great Basin SB59,SB59,Mexico,Guanajuato,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
69425,11134,Southern Great Basin SB59II,SB59II,Mexico,,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
69429,10960,Southern Great Basin SB6,SB6,United States of America,AZ,,clarendonian-1,clarendonian-3,12.57,9.07,Cl1-Cl3,
69438,11135,Southern Great Basin SB60,SB60,Mexico,Chihuahua,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
69475,11136,Southern Great Basin SB60II,SB60II,Mexico,Tlalquitenango,,hemphillian-3,blancan-late,6.88,1.8,Hh3-L Bl,
69477,11137,Southern Great Basin SB60IIIA,SB60IIIA,Mexico,Jalisco,,hemphillian-3,hemphillian-4,6.88,4.91,Hh3-Hh4,
69484,11138,Southern Great Basin SB60IIIB,SB60IIIB,Mexico,Jalisco,,blancan-early,blancan-late,4.91,1.8,E Bl-L Bl,
69486,11139,Southern Great Basin SB60IIIC,SB60IIIC,Mexico,Jalisco,,irvingtonian,irvingtonian,1.8,0.2,Ir,
69487,11140,Southern Great Basin SB61,SB61,Mexico,Chihuahua,,blancan-early,blancan-early,4.91,2.63,E Bl,
69491,11141,Southern Great Basin SB62,SB62,Mexico,Chihuahua,,blancan-early,blancan-early,4.91,2.63,E Bl,
69503,11142,Southern Great Basin SB63,SB63,Mexico,Chihuahua,,blancan-early,blancan-early,4.91,2.63,E Bl,
69513,11143,Southern Great Basin SB63II,SB63II,Mexico,Jalisco,,blancan-early,blancan-late,4.91,1.8,E Bl-L Bl,
69515,11144,Southern Great Basin SB64,SB64,Mexico,Michoacan,,blancan-early,blancan-early,4.91,2.63,E Bl,
69525,11145,Southern Great Basin SB64II,SB64II,Mexico,Hidalgo,,blancan-early,blancan-late,4.91,1.8,E Bl-L Bl,
69528,11146,Southern Great Basin SB64III,SB64III,Mexico,Guanajuato,,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
69529,11147,Southern Great Basin SB65,SB65,Mexico,Guanajuato,,blancan-early,blancan-late,4.91,1.8,E-L Bl,
69546,11148,Southern Great Basin SB66,SB66,Mexico,,,blancan-early,blancan-early,4.91,2.63,E Bl,
69549,11149,Southern Great Basin SB67,SB67,Mexico,,,blancan-late,blancan-late,2.63,1.8,?L Bl,
69551,11150,Southern Great Basin SB67II,SB67II,Mexico,Sonora,,blancan-late,blancan-late,2.63,1.8,L Bl,
69553,11151,Southern Great Basin SB68,SB68,Mexico,Aguascalientes,,blancan-late,blancan-late,2.63,1.8,L Bl,
69559,10961,Southern Great Basin SB7,SB7,United States of America,AZ,Apache,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
69564,10962,Southern Great Basin SB8,SB8,United States of America,AZ,Maricopa,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
69565,10963,Southern Great Basin SB9,SB9,United States of America,AZ,Mohave,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
69588,11153,Southern Great Plains SP1A,SP1A,United States of America,TX,Lipscomb & others,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
69630,11154,Southern Great Plains SP1A0,SP1A0,United States of America,TX,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
69631,11155,Southern Great Plains SP1B,SP1B,United States of America,OK,Ellis (OK),hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
69652,11156,Southern Great Plains SP1C,SP1C,United States of America,TX,Lipscomb,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
69682,11157,Southern Great Plains SP1D,SP1D,United States of America,OK,Texas (OK),hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
69716,11158,Southern Great Plains SP1E,SP1E,United States of America,OK,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
69720,11159,Southern Great Plains SP1F,SP1F,United States of America,TX,Scurry,blancan-early,blancan-early,4.91,2.63,E Bl,
69773,11160,Southern Great Plains SP1G,SP1G,United States of America,TX,Oldham,blancan-early,blancan-early,4.91,2.63,E Bl,
69778,11161,Southern Great Plains SP1H,SP1H,United States of America,TX,Randall,blancan-late,blancan-late,2.63,1.8,L Bl,
69824,11162,Southern Great Plains SP2A,SP2A,United States of America,TX,Dolney,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
69867,11163,Southern Great Plains SP2B,SP2B,United States of America,TX,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
69871,11164,Southern Great Plains SP3A,SP3A,United States of America,TX,Lipscomb,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
69899,11165,Southern Great Plains SP3B,SP3B,United States of America,TX,Hemphill,hemphillian-2,hemphillian-2,7.59,6.88,Hh2,
69941,11166,Southern Great Plains SP4A,SP4A,United States of America,TX,Armstong,hemphillian-3,hemphillian-3,6.88,5.91,Hh3,
69952,11167,Southern Great Plains SP4B,SP4B,United States of America,TX,Randall: Armstrong,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
69981,11168,Southern Great Plains SP5,SP5,United States of America,TX,Crosby,blancan-late,blancan-late,2.63,1.8,L Bl,
70099,28551,St. Mary's River,,United States of America,Georgia,Camden,neogene,neogene,23.03,2.58,NA,
70127,28481,Stafford,UCMP V6627,United States of America,California,Monterey,tortonian,tortonian,11.63,7.246,NA,
71005,28570,Superior Stone Company quarry,Martin Marietta Quarry: Renny's Pit,United States of America,North Carolina,New Hanover,zanclean,zanclean,5.333,3.6,NA,
71396,28553,Swift Mine,,United States of America,Florida,Polk,hemphillian,hemphillian,9.07,4.91,NA,
72536,28459,Thiel Creek,,United States of America,Oregon,Lincoln,aquitanian,aquitanian,23.03,20.44,NA,
73713,28568,Trader Construction Company Bo,,United States of America,North Carolina,Craven,zanclean,zanclean,5.333,3.6,NA,
73721,28920,Trainspotting,,Canada,Alberta,Calgary,tiffanian-1,tiffanian-1,62.22,61.61,NA,
74499,28535,Turtle River,,United States of America,Georgia,Glynn,pleistocene,pleistocene,2.58,0.0117,NA,
74899,28507,Upper Oso Dam,,United States of America,California,Orange,langhian,langhian,15.97,13.82,NA,
76369,28547,Venice,,United States of America,Florida,Sarasota,piacenzian,piacenzian,3.6,2.58,NA,
77745,28559,Walrus Ditch,,United States of America,South Carolina,Dorchester,pliocene,pliocene,5.333,2.58,NA,
77962,11184,West Coast Marine WM13A,WM13A,United States of America,CA,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
77966,11189,West Coast Marine WM17II,WM17II,United States of America,CA,,clarendonian-1,clarendonian-1,12.57,12.11,Cl1,
77967,11193,West Coast Marine WM20,WM20,United States of America,CA,,hemphillian-1,hemphillian-2,9.07,6.88,Hh1-Hh2,
77968,11194,West Coast Marine WM21A,WM21A,United States of America,CA,San Diego,hemphillian-1,hemphillian-3,9.07,5.91,Hh1-Hh3,
77971,11195,West Coast Marine WM21B,WM21B,United States of America,CA,San Diego,hemphillian-1,hemphillian-3,9.07,5.91,Hh1-Hh3,
77975,11202,West Coast Marine WM26,WM26,United States of America,CA,San Diego,blancan-early,blancan-early,4.91,2.63,E Bl,
77993,11172,West Coast Marine WM3II,WM3II,United States of America,WA,Clallam,arikareean-3,arikareean-4,22.2,18.5,Ar3-Ar4,
77994,11176,West Coast Marine WM6,WM6,United States of America,OR,Lincoln,arikareean-3,hemingfordian-1,22.2,17.34,Ar3/Ar4 - He1,
77996,11178,West Coast Marine WM7,WM7,United States of America,OR,,hemingfordian-2,hemingfordian-2,17.34,15.97,He2,
78833,28539,Yadkin Pit,,United States of America,Virginia,Norfolk,zanclean,zanclean,5.333,3.6,NA,
79197,28540,Yorktown,,United States of America,Virginia,York,zanclean,zanclean,5.333,3.6,NA,
,,Cortino,CA10,El Salvador,,,hemphillian-1,hemphillian-4,9.07,4.91,,
,,Cucaracha Fm,CA7,Panama,,,hemingfordian-1,hemingfordian-1,18.5,17.34,,
,,Gracias Fm,CA9,Honduras,,,hemphillian-1,hemphillian-1,9.07,7.59,,
,,Siphon Canal,CC25AA,United States of America,California,,hemphillian-1,hemphillian-1,9.07,7.59,,
,,Moraga Formation,CC28,United States of America,California,,clarendonian-2,clarendonian-2,12.11,10.09,Cl2,
,,Etchegoin Fm,CC39A,United States of America,California,,barstovian-2,barstovian-2,14.78,12.57,,"says Ba3,  but there are  no other localities with Ba3 so typo?"
,,West of White Clay,CP100A,United States of America,Nebraska,,whitneyan-1,whitneyan-2,32.1,29.75,,
,,Stage Hill LF,CP103IIA,United States of America,Nebraska,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
,,Sappa LF,CP121II,United States of America,Nebraska,,blancan-late,blancan-late,2.63,1.8,,
,,Gretna,CP123F,United States of America,Kansas,,barstovian-2,clarendonian-3,14.78,9.07,,
,,Bemis,CP123G,United States of America,Kansas,,hemphillian-1,hemphillian-4,9.07,4.91,Hh1-Hh4,
,,Red Desert and Tipton Bluffs,CP33AA,United States of America,Wyoming,,wasatchian-7,wasatchian-7,53.07,52.11,Wa7,
,,Thayne LF,CP59B,United States of America,Wyoming,Lincoln,blancan-late,blancan-late,2.63,1.8,,
,,Boyle Ditch LF,CP60,United States of America,Wyoming,,blancan-late,blancan-late,2.63,1.8,,
,,"Granby, Substation, and Junction Localities",CP74A0,United States of America,Colorado,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
,,Paha Sapa ss,CP84II,United States of America,South Dakota,,oligocene,oligocene,,,,
,,"Chapelton Formation, Guy’s Hill Member (inc. Seven Rivers, Parish of St. James)",EM12B,Jamaica,,,bridgerian-1,bridgerian-3,51.91,47.96,,
,,"San Sebastian Formation, Puerto Rico",EM13,Puerto Rico,,,arikareean-3,arikareean-3,22.2,19.09,Ar3,
,,Near Harleyville,EM3IV,United States of America,South Carolina,Berkeley,chadronian-1,chadronian-4,37.39,33.9,,
,,"Chandler Bridge Formation, Bed 1",EM5A,United States of America,South Carolina,,arikareean-2,arikareean-2,28,22.2,Ar2,
,,"Yegua Fm, Unnamed site",GC1A,United States of America,Texas,Houston,duchesnean,duchesnean,39.83,37.39,Du,
,,Hatchetigbee Bluff LF,GC20,United States of America,Alabama,,wasatchian-2,wasatchian-3,55.54,54.61,Wa2-Wa3,
,,Little Stave Creek,GC21III,United States of America,Alabama,,uintan-1,uintan-3,47.96,39.83,,
,,A. Hardy Kaolin Mine Local Fauna (Du).,GC22IA,United States of America,,,duchesnean,duchesnean,39.83,37.39,Du,
,,Twiggs Clay,GC22IC,United States of America,Georgia,Twiggs,duchesnean,chadronian-1,39.83,35.92,Du-Ch1,
,,Point A Dam,GC23VB,United States of America,Alabama,Escambia,duchesnean,chadronian-4,39.83,33.9,,
,,Crow Creek,GC23VIA,United States of America,Arkansas,St. Francis,chadronian-1,chadronian-4,37.39,33.9,,
,,"Boulder Hills Formation, Axel Heiberg Island, and Mokka Fiord site",HA1B,Canada,,,uintan-1,uintan-3,47.96,39.83,,
,,South of Coso Mountains,NB12A0,United States of America,California,Kern,clarendonian-1,hemphillian-4,12.57,4.91,,
,,Eagle–Pilcher Mine Local Site,NB26II,United States of America,Nevada,,barstovian-2,clarendonian-1,14.78,12.11,,
,,Churchill Valley LF,NB27A1,United States of America,Nevada,,clarendonian-1,hemphillian-4,12.57,4.91,,
,,Churchill Narrows Site,NB27A2,United States of America,Nevada,,clarendonian-3,hemphillian-1,10.09,7.59,,
,,Martha’s Vineyard,NC2II,United States of America,Massachusetts,,barstovian-1,barstovian-2,15.97,12.57,,
,,Martin Marietta Carmel Church Quarry (= Caroline Stone Quarry),NC3D,United States of America,Virginia,Caroline,barstovian-2,barstovian-2,14.78,12.57,,
,,"Maryland, Zone 17 (= BG and E Power Plant and Lisby) (= Chesapeake Bay Fauna, in part)",NC4A,United States of America,Maryland,,barstovian-2,barstovian-2,14.78,12.57,,
,,"Virginia, Zone 17",NC4B,United States of America,Virginia,,barstovian-1,barstovian-2,15.97,12.57,,
,,School Well LF,NP17IIB,United States of America,Montana,,torrejonian-1,torrejonian-3,64.81,62.22,,
,,Bear Creek,NP20II,United States of America,Montana,,clarkforkian-1,clarkforkian-3,57.24,55.96,,
,,Eureka Valley Road,NP23D,United States of America,Montana,,chadronian-1,chadronian-1,37.39,35.92,Ch1,
,,Antelope Hills LF,NP38D,United States of America,Montana,,barstovian-1,barstovian-1,15.97,14.78,Ba1,
,,Old Windmill LF,NP38F,United States of America,Montana,,clarendonian-1,clarendonian-3,12.57,9.07,,
,,"Mayflower Mine, Old Wagon Road (Jefferson River Basin), and North Silver Star Triangle Local Faunas",NP38H,United States of America,Montana,,hemphillian-1,hemphillian-2,9.07,6.88,,
,,"Tostow area sites, Townsend Valley",NP38I,United States of America,Montana,,hemphillian-1,hemphillian-2,9.07,6.88,,
,,Enrico Ranch,PN15II,United States of America,Oregon,,hemphillian-4,hemphillian-4,5.91,4.91,Hh4,
,,Notch Bluff Local Fauna,PN22III,United States of America,Idaho,Owyhee,hemphillian-1,hemphillian-2,9.07,6.88,,
,,Hammet,PN23D,United States of America,Idaho,Owyhee,blancan-late,blancan-late,2.63,1.8,L Bl,
,,Fossil Creek Roadcut,PN23E,United States of America,Idaho,Owyhee,blancan-late,blancan-late,2.63,1.8,L Bl,
,,North Blue Basin,PN6C1,United States of America,Oregon,,arikareean-1,arikareean-1,29.75,28,Ar1,
,,Foree (Units D–F) ,PN6C2,United States of America,Oregon,,arikareean-1,arikareean-1,29.75,28,Ar1,
,,Longview Ranch (Units G–J) ,PN6D1,United States of America,Oregon,,arikareean-1,arikareean-1,29.75,28,Ar1,
,,Roundup Flat (Units K1 and K2) (inc. South Haystack),PN6D2,United States of America,Oregon,,arikareean-2,arikareean-2,28,22.2,Ar2,
,,Bone Creek (Units L and M) (inc. Picture Gorge 36),PN6D3,United States of America,Oregon,,arikareean-2,arikareean-2,28,22.2,Ar2,
,,Gabaldon Badlands site,SB33II,United States of America,New Mexico,,hemphillian-1,hemphillian-1,9.07,7.59,Hh1,
,,Colotlan,SB55VI,Mexico,,Jalis,hemphillian-1,hemphillian-4,9.07,4.91,,
,,La Pantera,SB65II,Mexico,Guanajuato,,blancan-early,blancan-early,4.91,2.63,E Bl,
,,San Juan Union,SB69,Mexico,,,blancan-early,irvingtonian-2,4.91,0.39,,
,,Vaqueros Formation: (Arikareean) Unnamed local fauna,WM11,United States of America,California,,arikareean-4,arikareean-4,19.09,18.5,Ar4,
,,Scotts Valley,WM16A,United States of America,California,Santa Cruz,clarendonian-1,clarendonian-2,12.57,10.09,,
,,"Santa Margarita Formation, Stanford Locality, Pine Mountain, Sespe Valley, Santa Barbara County",WM16C,United States of America,California,Santa Barbara,clarendonian-1,clarendonian-2,12.57,10.09,,
,,"Laguna Niguel District, San Joaquin Hills",WM17G,United States of America,California,Orange,clarendonian-1,clarendonian-3,12.57,9.07,,
,,Gubik Formation,WM1III,United States of America,Alaska,,blancan-late,blancan-late,2.63,1.8,L Bl,
,,Fort Selkirk LF,WM1IV,United States of America,Alaska,,blancan-late,irvingtonian-1,2.63,0.9,L Bl-E Ir,
,,Imperial Formation,WM22,United States of America,California,Riverside,hemphillian-1,hemphillian-4,9.07,4.91,,
,,Pismo Formation,WM25,United States of America,California,San Luis Obispo,blancan-early,blancan-early,4.91,2.63,E Bl,
,,Astoria Formation,WM4,United States of America,Washington,,arikareean-3,barstovian-1,22.2,14.78,,
,,Port Orford Formation,WM8II,United States of America,Washington,,blancan-early,blancan-late,4.91,1.8,E-L Bl,
