species,specimen_name,Specimen no.,Formation,Locality,Side,Image No.,FO,LO,Repeat,# of meas.,P2_L,P2_W,P3_L,P3_W,P4_L,P4_W,M1_L,M1_W,M2_L,M2_W,M3_L,M3_W,p2_l,p2_w,p3_l,p3_w,p4_l,p4_w,m1_l,m1_w,m2_l,m2_w,m3_l,m3_w,upP,upM,loP,loM,Notes,Notes,Notes
Miohippus gemmarosae,Miohippus gemmarosae,F:AM 109853,Harrison,"Niobrara Co., WY",left side,DSC_3813,23.8688229,23.1,1,14,,,,,,,,,,,,,17.146,10.781,16.853,11.964,17.497,12.548,16.504,11.731,16.961,11.45,21.242,10.281,,,50.597,54.781,N of Keeline,,
Miohippus gemmarosae,Miohippus gemmarosae,F:AM 109853,Harrison,"Niobrara Co., WY",left side,DSC_3813,23.8688229,23.1,2,14,,,,,,,,,,,,,16.908,10.444,17.735,11.724,17.387,12.608,16.631,11.842,17.516,11.45,21.054,10.298,,,50.818,54.767,N of Keeline,,
Miohippus gemmarosae,Miohippus gemmarosae,F:AM 109853,Harrison,"Niobrara Co., WY",left side,DSC_3813,23.8688229,23.1,3,14,,,,,,,,,,,,,16.908,10.669,16.913,12.076,17.381,12.728,16.511,11.59,17.355,11.268,21.249,10.165,,,50.78,54.32,N of Keeline,,
Parahippus pristinus,Parahippus pristinus,AMNH 12918,Rosebud,"Shannon Co., SD",left side,DSC_3816,24.8,21.4739108,1,14,10.587,14.102,12.424,15.294,13.386,16.121,13.297,16.157,13.231,16.843,12.015,16.021,,,,,,,,,,,,,35.349,37.955,,,"Porcupine Creek, 3 mi NW of Porcupine post office",,
Parahippus pristinus,Parahippus pristinus,AMNH 12918,Rosebud,"Shannon Co., SD",left side,DSC_3816,24.8,21.4739108,2,14,10.351,14.044,12.147,15.253,13.73,16.198,13.187,16.094,13.242,16.672,11.624,15.982,,,,,,,,,,,,,35.819,38.058,,,"Porcupine Creek, 3 mi NW of Porcupine post office",,
Parahippus pristinus,Parahippus pristinus,AMNH 12918,Rosebud,"Shannon Co., SD",left side,DSC_3816,24.8,21.4739108,3,14,10.26,13.979,12.029,15.299,13.607,16.196,13.267,16.012,13.06,16.641,11.565,15.951,,,,,,,,,,,,,35.929,38.052,,,"Porcupine Creek, 3 mi NW of Porcupine post office",,
Parahippus pristinus,Parahippus pristinus,AMNH 12918,Rosebud,"Shannon Co., SD",right side,DSC_3819,24.8,21.4739108,1,14,10.428,14.11,13.029,15.076,12.32,15.685,12.711,16.167,12.971,16.392,11.308,16.062,,,,,,,,,,,,,36.808,37.035,,,"Porcupine Creek, 3 mi NW of Porcupine post office",,
Parahippus pristinus,Parahippus pristinus,AMNH 12918,Rosebud,"Shannon Co., SD",right side,DSC_3819,24.8,21.4739108,2,14,10.999,13.915,13.22,14.968,12.555,15.8,13.011,16.507,12.979,16.478,11.505,16.02,,,,,,,,,,,,,36.948,36.88,,,"Porcupine Creek, 3 mi NW of Porcupine post office",,
Parahippus pristinus,Parahippus pristinus,AMNH 12918,Rosebud,"Shannon Co., SD",right side,DSC_3819,24.8,21.4739108,3,14,10.736,14.107,13.457,15.244,12.594,15.743,12.965,16.351,13.042,16.284,11.342,16.016,,,,,,,,,,,,,36.686,36.645,,,"Porcupine Creek, 3 mi NW of Porcupine post office",tag says 4 mi below post office,also upper part of lower rosebud may be monroe creek or harrison
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71701,,"Niobrara Co., WY",left side,DSC_3824,22.0972761,21.5104337,1,14,18.67,21.33,18.491,23.785,18.101,24.795,18.497,23.197,18.46,25.022,17.366,23.776,,,,,,,,,,,,,54.292,53.971,,,SE of Van Tassel,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71701,,"Niobrara Co., WY",left side,DSC_3824,22.0972761,21.5104337,2,14,18.86,21.061,18.469,23.672,18.279,25.028,18.413,23.513,18.549,25.332,17.541,23.956,,,,,,,,,,,,,53.876,53.688,,,SE of Van Tassel,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71701,,"Niobrara Co., WY",left side,DSC_3824,22.0972761,21.5104337,3,14,18.905,21.225,18.682,23.82,17.986,24.623,18.488,23.232,18.515,25.421,17.265,23.92,,,,,,,,,,,,,54.204,54.061,,,SE of Van Tassel,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71701,,"Niobrara Co., WY",right side,DSC_3827,22.0972761,21.5104337,1,14,18.503,22.694,18.995,25.17,19.02,25.926,19.425,24.286,19.081,26.042,17.863,25.004,,,,,,,,,,,,,57.281,55.407,,,SE of Van Tassel,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71701,,"Niobrara Co., WY",right side,DSC_3827,22.0972761,21.5104337,2,14,18.439,22.516,19.139,25.201,19.262,25.891,19.194,24.296,18.938,26.159,17.984,24.846,,,,,,,,,,,,,57.459,55.763,,,SE of Van Tassel,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71701,,"Niobrara Co., WY",right side,DSC_3827,22.0972761,21.5104337,3,14,18.945,22.659,18.918,25.098,19.157,25.835,19.37,24.475,19.542,26.245,17.943,24.881,,,,,,,,,,,,,56.937,55.618,,,SE of Van Tassel,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71702,Marsland,"Dawes Co., NE",right side,DSC_3831,22.0972761,21.5104337,1,14,,,,,,,,,,,,,20.196,15.495,18.401,17.271,18.052,18.041,17.177,14.786,17.279,14.57,23.691,14.038,,,56.034,58.995,"Gregory Ranch, Sand Canyon region",,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71702,Marsland,"Dawes Co., NE",right side,DSC_3831,22.0972761,21.5104337,2,14,,,,,,,,,,,,,20.114,15.5,18.101,17.458,18.466,17.852,17.017,14.921,17.416,14.591,23.595,14.039,,,56.257,58.385,"Gregory Ranch, Sand Canyon region",,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71702,Marsland,"Dawes Co., NE",right side,DSC_3831,22.0972761,21.5104337,3,14,,,,,,,,,,,,,19.994,15.375,18.374,17.657,18.036,17.789,17.109,14.912,17.464,14.581,23.347,14.086,,,55.822,58.813,"Gregory Ranch, Sand Canyon region",,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71702,Marsland,"Dawes Co., NE",left side,DSC_3834,22.0972761,21.5104337,1,14,,,,,,,,,,,,,20.691,13.769,18.763,15.985,18.199,16.123,18.079,14.123,17.79,13.157,23.888,11.717,,,57.956,59.317,"Gregory Ranch, Sand Canyon region",,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71702,Marsland,"Dawes Co., NE",left side,DSC_3834,22.0972761,21.5104337,2,14,,,,,,,,,,,,,20.805,13.771,18.867,15.87,18.222,15.746,17.767,14.182,17.793,13.097,23.842,11.861,,,57.771,58.994,"Gregory Ranch, Sand Canyon region",,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 71702,Marsland,"Dawes Co., NE",left side,DSC_3834,22.0972761,21.5104337,3,14,,,,,,,,,,,,,20.602,13.706,18.876,15.922,18.478,16.103,18.026,14.18,17.798,13.097,23.891,11.87,,,57.492,58.728,"Gregory Ranch, Sand Canyon region",,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",right side,DSC_3837,22.0972761,21.5104337,1,14,,,,,,,,,,,,,19.569,13.505,17.96,15.313,17.84,16.146,16.352,13.819,17.747,13.45,26.24,11.679,,,54.602,60.391,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",right side,DSC_3837,22.0972761,21.5104337,2,14,,,,,,,,,,,,,19.071,13.318,17.999,15.511,18.217,16.322,15.598,13.78,17.322,13.338,25.942,11.815,,,54.525,59.693,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",right side,DSC_3837,22.0972761,21.5104337,3,14,,,,,,,,,,,,,19.092,13.157,17.712,15.552,17.712,16.39,15.273,13.755,17.069,13.482,25.518,11.777,,,54.525,60.404,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",left side,DSC_3840,22.0972761,21.5104337,1,14,,,,,,,,,,,,,18.718,13.816,17.683,14.036,17.214,16.76,16.294,14.147,18.03,13.66,24.214,12.026,,,53.519,58.418,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",left side,DSC_3840,22.0972761,21.5104337,2,14,,,,,,,,,,,,,18.654,13.87,17.746,13.874,17.332,16.939,16.103,14.173,18.41,13.456,24.049,12.296,,,53.003,58.43,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",left side,DSC_3840,22.0972761,21.5104337,3,14,,,,,,,,,,,,,18.47,13.652,17.684,13.695,17.169,16.886,16.565,14.139,17.993,13.59,24.014,12.236,,,53.07,58.683,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",left side,DSC_3843,22.0972761,21.5104337,1,14,18.527,21.578,18.012,24.881,18.716,26.255,17.752,24.817,18.531,25.148,16.766,24.015,,,,,,,,,,,,,55.035,52.707,,,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",left side,DSC_3843,22.0972761,21.5104337,2,14,18.581,21.849,18.074,24.961,18.776,25.598,18.017,24.696,17.969,25.067,16.808,24.404,,,,,,,,,,,,,55.514,52.707,,,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",left side,DSC_3843,22.0972761,21.5104337,3,14,19.027,21.888,18.039,24.993,18.655,25.727,18.134,24.474,18.029,24.867,16.861,24.253,,,,,,,,,,,,,54.948,52.54,,,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",right side,DSC_3846,22.0972761,21.5104337,1,14,18.529,22.37,18.197,25.066,18.765,25.684,17.463,24.442,17.321,25.379,15.718,23.906,,,,,,,,,,,,,55.322,50.879,,,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",right side,DSC_3846,22.0972761,21.5104337,2,14,18.115,22.394,18.221,24.932,19.121,25.407,17.469,24.745,17.391,25.134,15.872,23.681,,,,,,,,,,,,,54.666,50.628,,,,,
Parahippus wyomingensis,Parahippus wyomingensis,F:AM 143485,Harrison,"Goshen Co., WY",right side,DSC_3846,22.0972761,21.5104337,3,14,17.813,22.444,18.182,25.033,18.768,25.522,17.513,24.647,17.535,24.96,15.727,23.901,,,,,,,,,,,,,54.537,50.741,,,,,
Parahippus pawniensis,Parahippus pawniensis,419-3201,,"Box Butte Co., NE",left side,DSC_3849,21.2174355,15.5556797,1,6,,,,,15.612,19.613,15.498,19.976,15.621,19.331,,,,,,,,,,,,,,,,,,,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,419-3201,,"Box Butte Co., NE",left side,DSC_3849,21.2174355,15.5556797,2,6,,,,,15.725,19.436,15.65,19.914,15.6,19.137,,,,,,,,,,,,,,,,,,,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,419-3201,,"Box Butte Co., NE",left side,DSC_3849,21.2174355,15.5556797,3,6,,,,,15.635,19.497,15.608,20.11,15.535,19.198,,,,,,,,,,,,,,,,,,,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,419-3185,,"Box Butte Co., NE",right side,DSC_3852,21.2174355,15.5556797,1,14,,,,,,,,,,,,,16.525,11.561,16.133,12.727,14.687,13.548,15.691,12.318,15.201,11.816,21.202,11.147,,,48.237,52.121,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,419-3185,,"Box Butte Co., NE",right side,DSC_3852,21.2174355,15.5556797,2,14,,,,,,,,,,,,,16.3,11.645,15.827,12.312,14.548,13.434,15.54,12.149,15.317,12.118,20.922,10.985,,,47.804,51.905,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,419-3185,,"Box Butte Co., NE",right side,DSC_3852,21.2174355,15.5556797,3,14,,,,,,,,,,,,,16.621,11.631,15.696,13.246,14.982,13.283,15.535,12.061,14.917,11.693,20.846,12.068,,,47.547,51.549,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,424-3324,,"Box Butte Co., NE",left side,DSC_3855,21.2174355,15.5556797,1,14,,,,,,,,,,,,,15.827,11.294,16.25,12.782,15.122,13.204,15.001,11.561,15.277,11.183,20.564,9.813,,,47.663,51.696,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,424-3324,,"Box Butte Co., NE",left side,DSC_3855,21.2174355,15.5556797,2,14,,,,,,,,,,,,,15.407,11.337,16.41,13.088,15.286,13.524,15.061,11.576,14.967,11.285,20.329,9.78,,,47.668,51.424,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,424-3324,,"Box Butte Co., NE",left side,DSC_3855,21.2174355,15.5556797,3,14,,,,,,,,,,,,,15.748,11.168,16.191,12.672,15.172,13.856,14.747,11.321,15.198,11.192,19.942,9.688,,,47.969,50.857,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,424-3324,,"Box Butte Co., NE",right side,DSC_3858,21.2174355,15.5556797,1,14,,,,,,,,,,,,,15.825,10.827,16.198,12.371,16.888,12.313,15.407,10.903,16.163,11.006,20.865,9.842,,,47.506,52.151,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,424-3324,,"Box Butte Co., NE",right side,DSC_3858,21.2174355,15.5556797,2,14,,,,,,,,,,,,,15.635,10.57,16.624,12.392,16.594,12.519,15.942,11.053,16.505,11.089,20.953,9.993,,,47.848,52.505,Dry Creek,,
Parahippus pawniensis,Parahippus pawniensis,424-3324,,"Box Butte Co., NE",right side,DSC_3858,21.2174355,15.5556797,3,14,,,,,,,,,,,,,15.795,10.541,16.354,12.139,16.8,12.125,15.75,10.806,16.221,10.706,20.626,9.849,,,47.758,52.156,Dry Creek,,
Scaphohippus sumani,Scaphohippus sumani,349-2400,Barstow,"San Bernandino Co., CA",left side,DSC_3861,15.4,15.4,1,14,,,,,,,,,,,,,19.347,13.933,20.969,12.263,20.64,11.878,20.585,10.564,20.756,9.908,24.234,9.029,,,61.365,64.805,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,349-2400,Barstow,"San Bernandino Co., CA",left side,DSC_3861,15.4,15.4,2,14,,,,,,,,,,,,,19.987,13.083,20.998,12.235,20.988,11.794,20.228,10.16,20.601,10.166,24.842,9.143,,,61.338,64.783,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,349-2400,Barstow,"San Bernandino Co., CA",left side,DSC_3861,15.4,15.4,3,14,,,,,,,,,,,,,19.765,13.81,21.138,12.669,21.094,11.636,20.568,10.336,20.486,10.357,24.497,9.14,,,61.706,64.76,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,321-1706-1935,Barstow,"San Bernandino Co., CA",left side,DSC_3864,15.4,15.4,1,11,,,,,,,,,,,,,,,19.084,15.138,18.239,13.669,17.758,11.475,17.271,10.293,26.621,9.651,,,,62.074,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,321-1706-1935,Barstow,"San Bernandino Co., CA",left side,DSC_3864,15.4,15.4,2,11,,,,,,,,,,,,,,,19.917,15.385,19.217,13.513,18.065,11.842,17.878,10.343,26.292,9.804,,,,62.016,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,321-1706-1935,Barstow,"San Bernandino Co., CA",left side,DSC_3864,15.4,15.4,3,11,,,,,,,,,,,,,,,19.907,15.334,19.592,13.247,17.397,12.388,17.865,10.243,27.03,9.672,,,,62.208,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 140733,Barstow,"San Bernandino Co., CA",left side,DSC_3867,15.4,15.4,1,14,19.607,19.652,19.943,21.418,19.933,22.623,17.157,21.332,18.939,22.312,20.395,20.432,,,,,,,,,,,,,58.455,60.499,,,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 140733,Barstow,"San Bernandino Co., CA",left side,DSC_3867,15.4,15.4,2,14,18.906,19.531,19.99,21.296,19.804,22.804,17.472,21.411,18.775,22.041,20.549,20.204,,,,,,,,,,,,,58.625,59.472,,,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 140733,Barstow,"San Bernandino Co., CA",left side,DSC_3867,15.4,15.4,3,14,19.136,19.399,19.895,21.477,20.213,22.809,16.859,21.431,19.153,21.956,20.89,20.023,,,,,,,,,,,,,58.391,59.79,,,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 140733,Barstow,"San Bernandino Co., CA",right side,DSC_3870,15.4,15.4,1,14,19.818,18.939,20.017,22.316,20.181,22.378,17.159,20.219,19.35,21.046,19.835,18.685,,,,,,,,,,,,,59.127,56.064,,,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 140733,Barstow,"San Bernandino Co., CA",right side,DSC_3870,15.4,15.4,2,14,19.793,18.951,20.143,22.307,20.208,22.637,17.258,20.09,19.495,21.036,20.268,18.35,,,,,,,,,,,,,59.004,56.325,,,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 140733,Barstow,"San Bernandino Co., CA",right side,DSC_3870,15.4,15.4,3,14,19.668,19.068,19.715,22.216,20.341,22.799,17.17,19.888,19.404,21.113,19.868,18.319,,,,,,,,,,,,,58.953,56.228,,,Hidden Hollow Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 127261,Barstow,"San Bernandino Co., CA",left side,DSC_3873,15.4,15.4,1,14,19.998,19.621,19.731,24.396,20.325,23.439,17.968,25.719,19.351,25.912,20.276,21.554,,,,,,,,,,,,,59.76,57.672,,,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 127261,Barstow,"San Bernandino Co., CA",left side,DSC_3873,15.4,15.4,2,14,19.394,19.205,19.738,24.451,20.432,24.252,17.997,26.847,19.993,25.704,20.052,21.116,,,,,,,,,,,,,59.174,57.254,,,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 127261,Barstow,"San Bernandino Co., CA",left side,DSC_3873,15.4,15.4,3,14,19.205,18.927,19.615,24.627,21.035,22.792,18.175,26.489,19.893,25.68,20.691,20.773,,,,,,,,,,,,,58.848,57.426,,,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 127261,Barstow,"San Bernandino Co., CA",right side,DSC_3876,15.4,15.4,1,14,22.345,19.254,21.596,29.94,20.28,25.398,18.26,26.997,20.383,27.451,19.961,24.504,,,,,,,,,,,,,65.383,58.151,,,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 127261,Barstow,"San Bernandino Co., CA",right side,DSC_3876,15.4,15.4,2,14,22.787,19.688,21.808,29.871,21.265,25.517,18.088,27.065,20.37,27.211,20.264,24.018,,,,,,,,,,,,,65.905,57.193,,,New Years Quarry,,
Scaphohippus sumani,Scaphohippus sumani,F:AM 127261,Barstow,"San Bernandino Co., CA",right side,DSC_3876,15.4,15.4,3,14,22.802,19.542,21.822,29.272,20.247,25.482,18.439,27.441,19.9,27.221,20.458,24.658,,,,,,,,,,,,,65.878,57.532,,,New Years Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 109856,Runningwater,"Dawes Co., NE",right side,DSC_3879,20.8920229,20.8716698,1,7,,,,,,,,,,,,,,,,,,,19.331,12.966,18.831,11.345,21.514,9.764,,,,60.024,Cottonwood Creek Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 109856,Runningwater,"Dawes Co., NE",right side,DSC_3879,20.8920229,20.8716698,2,7,,,,,,,,,,,,,,,,,,,18.98,12.94,19.066,11.823,21.453,9.972,,,,59.789,Cottonwood Creek Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 109856,Runningwater,"Dawes Co., NE",right side,DSC_3879,20.8920229,20.8716698,3,7,,,,,,,,,,,,,,,,,,,19.212,13.06,18.874,11.721,21.446,9.853,,,,60.223,Cottonwood Creek Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 143470,,"Sioux Co., NE",right side,DSC_3883,20.8920229,20.8716698,1,11,,,,,,,,,,,,,19.88,13.561,18.092,10.035,19.219,13.874,18.799,12.317,19.582,12.58,,,,,56.467,,8 mi NE of Agate,,
Desmatippus tyleri,Parahippus tyleri,F:AM 143470,,"Sioux Co., NE",right side,DSC_3883,20.8920229,20.8716698,2,11,,,,,,,,,,,,,19.771,13.822,17.99,9.916,19.161,14.072,18.639,12.51,19.483,12.898,,,,,56.821,,8 mi NE of Agate,,
Desmatippus tyleri,Parahippus tyleri,F:AM 143470,,"Sioux Co., NE",right side,DSC_3883,20.8920229,20.8716698,3,11,,,,,,,,,,,,,20.086,13.694,18.169,9.975,18.987,13.582,18.725,12.922,19.646,12.75,,,,,56.883,,8 mi NE of Agate,,
Desmatippus tyleri,Parahippus tyleri,F:AM 143470,,"Sioux Co., NE",left side,DSC_3886,20.8920229,20.8716698,1,13,,,,,,,,,,,,,17.741,11.983,18.694,,17.113,13.892,18.284,13.471,18.251,12.389,24.13,11.582,,,54.078,60.997,8 mi NE of Agate,,
Desmatippus tyleri,Parahippus tyleri,F:AM 143470,,"Sioux Co., NE",left side,DSC_3886,20.8920229,20.8716698,2,13,,,,,,,,,,,,,17.751,11.911,18.343,,17.865,13.445,18.163,13.411,18.57,12.328,24.329,11.009,,,53.77,61.349,8 mi NE of Agate,,
Desmatippus tyleri,Parahippus tyleri,F:AM 143470,,"Sioux Co., NE",left side,DSC_3886,20.8920229,20.8716698,3,13,,,,,,,,,,,,,17.774,11.522,19.081,,17.511,13.593,18.644,13.117,18.13,12.209,24.53,11.329,,,53.349,61.633,8 mi NE of Agate,,
Desmatippus tyleri,Parahippus tyleri,F:AM 142498,Runningwater,"Dawes Co., NE",right side,DSC_3889,20.8920229,20.8716698,1,14,16.411,19.406,17.805,20.909,17.18,22.481,16.981,22.365,17.222,21.432,15.758,20.399,,,,,,,,,,,,,51.567,49.533,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 142498,Runningwater,"Dawes Co., NE",right side,DSC_3889,20.8920229,20.8716698,2,14,16.352,18.854,17.435,20.902,17.331,22.151,17.023,22.594,17.357,21.474,16.017,20.707,,,,,,,,,,,,,51.096,50.121,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 142498,Runningwater,"Dawes Co., NE",right side,DSC_3889,20.8920229,20.8716698,3,14,16.621,18.945,17.287,21.154,17.681,22.398,17.161,22.766,17.589,21.566,16.125,20.707,,,,,,,,,,,,,51.276,50.325,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 142498,Runningwater,"Dawes Co., NE",left side,DSC_3892,20.8920229,20.8716698,1,14,17.109,19.228,17.269,21.255,17.262,22.333,17.49,22.06,17.797,22.183,16.024,20.703,,,,,,,,,,,,,51.594,51.076,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 142498,Runningwater,"Dawes Co., NE",left side,DSC_3892,20.8920229,20.8716698,2,14,17.448,19.051,16.838,21.499,17.501,22.389,16.878,21.963,17.956,22.221,16.069,20.962,,,,,,,,,,,,,51.225,50.932,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri,F:AM 142498,Runningwater,"Dawes Co., NE",left side,DSC_3892,20.8920229,20.8716698,3,14,17.395,19.242,16.722,21.302,17.019,22.388,16.971,22.001,17.73,21.882,16.558,20.895,,,,,,,,,,,,,51.647,51.407,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri, 200-2473,Runningwater,"Dawes Co., NE",left side,DSC_3895,20.8920229,20.8716698,1,14,19.005,20.129,19.298,23.817,18.815,25.343,19.711,24.508,18.648,24.858,18.96,23.295,,,,,,,,,,,,,57.3,57.664,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri, 200-2473,Runningwater,"Dawes Co., NE",left side,DSC_3895,20.8920229,20.8716698,2,14,19.163,19.969,18.836,24.302,18.827,25.004,19.901,24.735,18.962,24.853,18.81,23.883,,,,,,,,,,,,,57.125,57.089,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri, 200-2473,Runningwater,"Dawes Co., NE",left side,DSC_3895,20.8920229,20.8716698,3,14,19.219,20.085,19.1,23.844,18.925,25.191,19.7,24.49,17.954,24.998,18.363,23.513,,,,,,,,,,,,,56.578,56.877,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri, 200-2473,Runningwater,"Dawes Co., NE",right side,DSC_3898,20.8920229,20.8716698,1,13,18.205,20.115,18.351,23.431,18.65,24.681,18.958,22.782,18.188,24.352,18.747,22.073,,,,,,,,,,,,,55.571,,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri, 200-2473,Runningwater,"Dawes Co., NE",right side,DSC_3898,20.8920229,20.8716698,2,13,18.556,20.457,18.149,22.946,18.52,25.015,19.13,22.824,18.272,24.188,19.252,22.514,,,,,,,,,,,,,55.923,,,,Dunlap Camel Quarry,,
Desmatippus tyleri,Parahippus tyleri, 200-2473,Runningwater,"Dawes Co., NE",right side,DSC_3898,20.8920229,20.8716698,3,13,18.66,20.55,18.063,23.017,18.38,24.87,19.14,22.723,18.285,24.098,19.862,22.009,,,,,,,,,,,,,55.528,,,,Dunlap Camel Quarry,,
Metamynodon chadronensis,Metamynodon chadronensis,AMNH 11866,Chadron,"Shannon Co., SD",right side,DSC_3901,38.1239565,38.1062249,1,11,,,,,,,,,,,,,,,17.398,14.815,28.917,20.958,38.17,25.018,50.624,28.911,55.62,28.429,,,,145.709,Quinn Draw,,
Metamynodon chadronensis,Metamynodon chadronensis,AMNH 11866,Chadron,"Shannon Co., SD",right side,DSC_3901,38.1239565,38.1062249,2,11,,,,,,,,,,,,,,,17.703,15.017,29.076,21.913,38.157,25.136,51.544,28.833,55.272,28.373,,,,145.489,Quinn Draw,,
Metamynodon chadronensis,Metamynodon chadronensis,AMNH 11866,Chadron,"Shannon Co., SD",right side,DSC_3901,38.1239565,38.1062249,3,11,,,,,,,,,,,,,,,18.291,15.002,29.147,21.519,37.579,25.519,51.435,28.549,54.277,28.174,,,,145.245,Quinn Draw,,
Metamynodon chadronensis,Metamynodon chadronensis,AMNH 11866,Chadron,"Shannon Co., SD",left side,DSC_3902,38.1239565,38.1062249,1,11,,,,,,,,,,,,,,,16.374,13.779,28.179,20.823,35.655,23.192,51.777,28.653,59.584,27.267,,,,147.36,Quinn Draw,,
Metamynodon chadronensis,Metamynodon chadronensis,AMNH 11866,Chadron,"Shannon Co., SD",left side,DSC_3902,38.1239565,38.1062249,2,11,,,,,,,,,,,,,,,16.319,14.149,27.346,21.125,36.047,23.387,50.864,28.659,60,27.419,,,,147.853,Quinn Draw,,
Metamynodon chadronensis,Metamynodon chadronensis,AMNH 11866,Chadron,"Shannon Co., SD",left side,DSC_3902,38.1239565,38.1062249,3,11,,,,,,,,,,,,,,,16.473,14.262,27.359,22.02,35.319,23.263,50.401,28.681,60.305,27.411,,,,147.478,Quinn Draw,,
Toxotherium hunteri,Toxotherium hunteri,AMNH 32748,,"Swift Current Co., Saskatchewan, CA",right side,DSC_3904,36.7,36.7,1,6,,,,,,,,,,,,,,,,,8.555,6.013,10.241,6.437,13.051,8.021,,,,,,,Cypress Hills,,
Toxotherium hunteri,Toxotherium hunteri,AMNH 32748,,"Swift Current Co., Saskatchewan, CA",right side,DSC_3904,36.7,36.7,2,6,,,,,,,,,,,,,,,,,8.543,6.013,10.317,6.696,12.733,7.987,,,,,,,Cypress Hills,,
