Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO,,,,,,,,,,,,,,,,,,,
5762,SA,,Notoungulata,Toxodontidae,Toxodon,platensis,,,6.215,1642000,39_ 43,valid,extinct,EX, ,Browse/graze,Diet and habitat of toxodont megaherbivores (Mammalia_ Notoungulata) from the late Quaternary of South and Central America_ MacFadden_ Quaternary Research 2005,terr,,Good taxonomy,"PBDB; A. E. Zurita, A. A. Carlini, G. J. Scillato-YanŽ and E. P. Tonni. 2004. Mam’feros extintos del Cuaternario de la Provincia del Chaco (Argentina) y su relaci—n con aquŽllos del este de la regi—n pampeana y de Chile. Revista geol—gica de Chile 31(1):65-87",,,,,,,,,,,,,,,,,,,,
4914,SA,,Paucituberculata,Caenolestidae,Caenolestes,caniventer,,"Gray-bellied Shrew Opossum, Pale-bellied Shrew Opossum, Gray-bellied Caenolestid",1.602,40,61,valid,extant,NT,2015,ginsect/carn,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4915,SA,,Paucituberculata,Caenolestidae,Caenolestes,convelatus,,"Blackish Shrew Opossum, Northern Shrew Opossum, Northern Caenolestid",1.602,40,61,valid,extant,VU,2008,ginsect/carn,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4916,SA,,Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,Caenolestes tatei  ,"Silky Shrew Opossum, Ecuadorean Shrew-opossum, Dusky Caenolestid, Common Grey Shrew Opossum",1.444,27.8,60,valid,extant,LC,2008,ginsect/carn,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5204,SA,,Paucituberculata,Caenolestidae,Lestoros,inca,Orolestes inca,Incan Shrew Opossum,1.324,21.1,61,valid,extant,LC,2016,ginsect/carn,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5552,SA,,Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,,"Chilean Caenolestid, Chilean Shrew Opossum, Long-nosed Caenolestid",1.322,21,61,valid,extant,NT,2015,ginsect/carn,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5699,SA,,Perissodactyla,Equidae,Equus,andium,,,5.342,220000,8_ 44,valid,extinct,EX,,graze,same as congeners,terr,,Good taxonomy,"PBDB; A. D. Rinc—n, M. T. Alberdi, and J. L. Prado. 2006. Nuevo registro de Equus (Amerhippus) santaeelenae (Mammalia, Perissodactyla) del pozo de asfalto de Inciarte (Pleistoceno Superior), estado Zulia, Venezuela. Ameghiniana 43(3):529-538",,,,,,,,,,,,,,,,,,,,
5700,SA,,Perissodactyla,Equidae,Equus,insulatus,,,5.545,351000,8_ 45,valid,extinct,EX,,graze,same as congeners,terr,,Good taxonomy,"PBDB; A. D. Rinc—n, M. T. Alberdi, and J. L. Prado. 2006. Nuevo registro de Equus (Amerhippus) santaeelenae (Mammalia, Perissodactyla) del pozo de asfalto de Inciarte (Pleistoceno Superior), estado Zulia, Venezuela. Ameghiniana 43(3):529-538",,,,,,,,,,,,,,,,,,,,
5701,SA,,Perissodactyla,Equidae,Equus,lasallei,,,5.544,350000,44,valid,extinct,EX,,graze,same as congeners,terr,,Good taxonomy,MacFadden 2013,,,,,,,,,,,,,,,,,,,,
5702,SA,,Perissodactyla,Equidae,Equus,neogeus,,allochthonous sp,5.577,378000,11_ 39_ 44,valid,extinct,EX,,graze,same as congeners,terr,,,"PBDB; B. J. MacFadden. 1998. Equidae. In C. M. Janis, K. M. Scott, and L. L. Jacobs (eds.), Evolution of Tertiary Mammals of North America 1:537-559",,,,,,,,,,,,,,,,,,,,
5703,SA,,Perissodactyla,Equidae,Equus,santaeelenae,,,5.544,350000,8,valid,extinct,EX,,graze,same as congeners,terr,,Good taxonomy,"PBDB; F. Pujos and R. Salas. 2004. A new species of Megatherium (Mammalia: Xenarthra: Megatheriidae) from the Pleistocene of Sacaco and Tres Ventanas, Peru. Palaeontology 47(3):579-604",,,,,,,,,,,,,,,,,,,,
5714,SA,,Perissodactyla,Equidae,Hippidion,principale,,allochthonous sp,5.708,511000,35_ 43,,extinct,EX,,Graze,doi:10.1016/j.palaeo.2006.05.005_,terr,,Good taxonomy,"PBDB; C. M. Deschamps. 2005. Late Cenozoic mammal bio-chronostratigraphy in southwestern Buenos Aires Province, Argentina. Ameghiniana 42(4):733-750",CHECK DATE RANGE,,,,,,,,,,,,,,,,,,,
5715,SA,,Perissodactyla,Equidae,Hippidion,saldiasi,,,5.423,265000,8,,extinct,EX,,Graze,doi:10.1016/j.palaeo.2006.05.005_,terr,,Good taxonomy,"PBDB; P. L—pez-Mendoza, O. Rojas, P. Mansilla, L. Olivares, and I. Mart’nez. 2010. Mam’feros extintos del Pleistoceno de la Cuenca de Calama (Segunda Regi—n, Chile). Viejas colecciones y nuevos hallazgos. Treballs del Museu de Geologia de Barcelona 17:11-25",CHECK DATE RANGE,,,,,,,,,,,,,,,,,,,
5736,SA,,Perissodactyla,Equidae,Onohippidium,spp.,,,5.492,310700,35,valid,extinct,EX,,Graze,doi:10.1016/j.palaeo.2006.05.005_,terr,,Good taxonomy,"PBDB; B. J. MacFadden. 1998. Equidae. In C. M. Janis, K. M. Scott, and L. L. Jacobs (eds.), Evolution of Tertiary Mammals of North America 1:537-559",,,,,,,,,,,,,,,,,,,,
5618,SA,,Perissodactyla,Tapiridae,Tapirus,bairdii,,"Baird's Tapir, Central American Tapir",5.477,299999.133,61,valid,extant,EN,2016,browse/graze,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5619,SA,,Perissodactyla,Tapiridae,Tapirus,pinchaque,,"Mountain Tapir, Woolly Tapir, Andean Tapir",5.173,148949.826,61,valid,extant,EN,2016,browse/graze,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5620,SA,,Perissodactyla,Tapiridae,Tapirus,terrestris,,"Lowland Tapir, South American Tapir, Brazilian Tapir",5.317,207500.907,60,valid,extant,VU,2008,browse/graze,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4905,SA,,Pilosa,Bradypodidae,Bradypus,torquatus,,"Maned Three-toed Sloth, Maned Sloth, Brazilian Three-toed Sloth",3.591,3899.959,61,valid,extant,VU,2014,Browse,t3,arboreal,Genus and species name match. Likely taxonomy is PILOSA Bradypodidae Bradypus torquatus,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
4906,SA,,Pilosa,Bradypodidae,Bradypus,tridactylus,,"Pale-throated Three-toed Sloth, Pale-throated Sloth",3.585,3849.994,60,valid,extant,LC,2014,Browse,t3,arboreal,Genus and species name match. Likely taxonomy is PILOSA Bradypodidae Bradypus tridactylus,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
4907,SA,,Pilosa,Bradypodidae,Bradypus,variegatus,,"Brown-throated Sloth, Brown-throated Three-toed Sloth, Bolivian Three-toed Sloth",3.637,4335.009,60,valid,extant,LC,2014,Browse,t3,arboreal,Genus and species name match. Likely taxonomy is PILOSA Bradypodidae Bradypus variegatus,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
5055,SA,,Pilosa,Cyclopedidae,Cyclopes,didactylus,,"Silky Anteater, Pygmy Anteater",2.518,329.503,60,valid,extant,LC,2014,Ginsect,t3,terr,Genus and species name match. Likely taxonomy is PILOSA Cyclopedidae Cyclopes didactylus,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
4995,SA,,Pilosa,Megalonychidae,Choloepus,didactylus,,"LinnŽ's Two-toed Sloth, Unau, Southern Two-toed Sloth, Linnaeus's Two-toed Sloth",3.713,5160.004,60,valid,extant,LC,2014,Browse,t3,arboreal,Genus and species name match. Likely taxonomy is PILOSA Megalonychidae Choloepus didactylus,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
4996,SA,,Pilosa,Megalonychidae,Choloepus,hoffmanni,,Hoffmann's Two-toed Sloth,3.544,3500.016,60,valid,extant,LC,2014,Browse,t3,arboreal,Genus and species name match. Likely taxonomy is PILOSA Megalonychidae Choloepus hoffmanni,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
5732,SA,,Pilosa,Megalonychidae,Nothropus,spp.,,,5,1.00E+05,11_ 41,valid,extinct,EX,,Browse,wp,arboreal,,"Good taxonomy; PBDB has age range as 0.781 to 0.012 Ma, but lists the ecology as a ""ground dwelling herbivore"", our database calls it ""arboreal"" given it's mass, I'd say it is ground dwelling, changed habitat.mode to terr",PBDB,,,,,,,,,,,,,,,,,,,,
5733,SA,,Pilosa,Megalonychidae,Nothrotherium,maquinense,,,5.176,150000,1,valid,extinct,EX,,Browse,wp,arboreal,,Good taxonomy. MIP Nothrotherium is in Mexico during late Pleistocene (see reference) and parts of North America (see ref.),"PBDB, Jakway, George E. ""Pleistocene Lagomorpha and Rodentia from the San Josecito Cave, Nuevo Leon, Mexico."" Transactions of the Kansas Academy of Science (1903) (1958): 313-327. Huckell, B. B., & Haynes Jr, C. V. (2003). The Ventana complex: New dates and new ideas on its place in Early Holocene western prehistory. American Antiquity, 353-371.",,,,,,,,,,,,,,,,,,,,
5735,SA,,Pilosa,Megalonychidae,Ocnopus,gracilis,,,5.477,3.00E+05,11_ 41,valid,extinct,EX,,Browse,wp,arboreal,,Good taxonomy,"PBDB; R. Hoffstetter. 1954. Les gravigrades (Edentes Xenarthres) des cavernes de Lagoa Santa (Minas Gerais, Bresil). Annalles des Sciences Naturelles, Zoologie 11:741-764",,,,,,,,,,,,,,,,,,,,
5763,SA,,Pilosa,Megalonychidae,Valgipes,deformis,,,5.301,2.00E+05,41_ 50,valid,extinct,EX,,Browse,wp,arboreal,,Good taxonomy,"PBDB; C. Cartelle, G. De Iuliis, and F. Pujos. 2008. A new species of Megalonychidae (Mammalia, Xenarthra) from the Quaternary of Poo Azul (Bahia, Brazil). Comptes Rendus Palevol 7(6):335-346",,,,,,,,,,,,,,,,,,,,
5705,SA,,Pilosa,Megatheriidae,Eremotherium,laurillardi,,,6.544,3500000,23_ 32_ 58,valid,extinct,EX,,browse,t2,terr,,Good taxonomy,PBDB; G. De Iuliis and C. Cartelle. 1999. A new giant megatheriine ground sloth (Mammalia: Xenarthra: Megatheriidae) from the late Blancan to early Irvingtonian of Florida. Zoological Journal of the Linnean Society 127:495-515,,,,,,,,,,,,,,,,,,,,
5723,SA,,Pilosa,Megatheriidae,Megatherium,americanum,,,6.797,6265000,39. 43_ 55,valid,extinct,EX,,Browse,wp,terr,,"CT: This is good taxonomy and yes they were also in North America (immigrated from south america) and went extinct about 10,000 years ago. ","PBDB, Martin 2005",,,,,,,,,,,,,,,,,,,,
5743,SA,,Pilosa,Megatheriidae,Paramegatherium,nazarrei,sp. Unclear,,6.544,3500000,40,valid,extinct,EX,,Browse,wp,terr,,"Paramegatherium nazarrei described by Kraglievich 1925;found in Vertebrados Cenozoicos book, Pleistocene to the Holocene in SA. ",", Kramarz et al 2011",,,,,,,,,,,,,,,,,,,,
5708,SA,,Pilosa,Mylodontidae,Glossotherium,myloides,G. myloides and G. robustum might be the same,giant ground sloth,6.079,1200000,39,valid,extinct,EX,,Browse,same as congeners,terr,,Good taxonomy,"Haynes, Gary, ed. American megafaunal extinctions at the end of the Pleistocene. New York: Springer, 2009.",,,,,,,,,,,,,,,,,,,,
5709,SA,,Pilosa,Mylodontidae,Glossotherium,robustum,,giant ground sloth,6.234,1713000,39_ 43_ 55,valid,extinct,EX,,Browse,same as congeners,terr,,Good taxonomy,PBDB; R. K. McAfee. 2009. Reassessment of the cranial characters of Glossotherium and Paramylodon (Mammalia: Xenarthra: Mylodontidae). Zoological Journal of the Linnean Society 155(4):885-903,,,,,,,,,,,,,,,,,,,,
5720,SA,,Pilosa,Mylodontidae,Lestodon,armatus,Lestodon trigonidens?,giant ground sloth,6.531,3397000,"Czerwonogora, Ada, and Richard A. Fari–a. ""How many Pleistocene species of Lestodon (Mammalia, Xenarthra, Tardigrada)?."" Journal of Systematic Palaeontology 11.2 (2013): 251-263.",valid,extinct,EX,,Browse,same as family,terr,,Good taxonomy,"Bargo 2003(?), Encyclopedia of Life and Czerwonogora and Farina 2012",,,,,,,,,,,,,,,,,,,,
5727,SA,,Pilosa,Mylodontidae,Mylodon,darwini,renamed?,,6.397940009,2.50E+06,40,valid,extinct,EX,,Browse,same as family,terr,,Neomylodon listai as described by Ameghino 1898,Koch & Barnosky 200,,,,,,,,,,,,,,,,,,,,
5750,SA,,Pilosa,Mylodontidae,Scelidodon,sp.,Catonyx?,,6,1.00E+06,11,valid,extinct,EX,,Browse,same as family,terr,,Good taxonomy,"PBDB; A. R. Mi–o-Boilini, A. A. Carlini, J. O. Chiesa, N. P. Lucero, and A. E. Zurita. 2009. First record of Scelidodon chiliense (Lydekker) (Phyllophaga, Scelidotheriinae) from the Lujanian stage (Late Pleistocene, early Holocene) of Argentina. Neues Jahrbuch fur Geologie und Palaontologie-Abhandlungen 253(2-3):373-381",,,,,,,,,,,,,,,,,,,,
5751,SA,,Pilosa,Mylodontidae,Scelidotherium,leptocephalum,,large ground sloth,6.049,1119000,39_ 43_ 55,valid,extinct,EX,,Browse,same as family,terr,,Good taxonomy,"PBDB; A. E. Zurita, A. A. Carlini, G. J. Scillato-YanŽ and E. P. Tonni. 2004. Mam’feros extintos del Cuaternario de la Provincia del Chaco (Argentina) y su relaci—n con aquŽllos del este de la regi—n pampeana y de Chile. Revista geol—gica de Chile 31(1):65-87",,,,,,,,,,,,,,,,,,,,
5332,SA,,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,,Giant Anteater,4.349,22333.151,60,valid,extant,VU,2014,Ginsect,t3,terr,Genus and species name match. Likely taxonomy is PILOSA Myrmecophagidae Myrmecophaga tridactyla,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
5616,SA,,Pilosa,Myrmecophagidae,Tamandua,mexicana,,Northern Tamandua,3.624,4209.98,60,valid,extant,LC,2014,Ginsect,t3,terr,Genus and species name match. Likely taxonomy is PILOSA Myrmecophagidae Tamandua mexicana,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
5617,SA,,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,,"Southern Tamandua, Northern Tamandua, Collared Anteater, Tamandua, Lesser Anteater",3.742,5515.057,60,valid,extant,LC,2014,Ginsect,t3,terr,Genus and species name match. Likely taxonomy is PILOSA Myrmecophagidae Tamandua tetradactyla,"xenarthra is no more; was Xenarthra, now Pilosa",MSW3,,,,,,,,,,,,,,,,,,,,
4854,SA,,Primates,Aotidae,Aotus,hershkovitzi, , ,2.903,800,61,,extant, , ,frug/browse,t3,arboreal,Genus and species  me match. Likely taxonomy is PRIMATES Aotidae Aotus hershkovitzi,split; from Cebidae to Aotidae,MSW3,,,,,,,,,,,,,,,,,,,,
4856,SA,,Primates,Aotidae,Aotus,lemurinus,Aotus hershkovitzi  ,"Colombian Night Monkey, Lemurine Night Monkey, Gray-bellied Night Monkey",2.941,872.991,61,valid,extant,VU,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Aotidae Aotus lemurinus,split; from Cebidae to Aotidae,MSW3,,,,,,,,,,,,,,,,,,,,
4857,SA,,Primates,Aotidae,Aotus,miconax,,"Andean Night Monkey, Peruvian Night Monkey, Mono Lechuza",2.903,800,61,valid,extant,VU,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Aotidae Aotus miconax,split; from Cebidae to Aotidae,MSW3,,,,,,,,,,,,,,,,,,,,
4858,SA,,Primates,Aotidae,Aotus,nancymaae,,"Nancy Ma's Night Monkey, Peruvian Red-necked Owl Monkey, Ma's Night Monkey",2.897,788.007,61,valid,extant,LC,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Aotidae Aotus nancymaae,split; from Cebidae to Aotidae,MSW3,,,,,,,,,,,,,,,,,,,,
4859,SA,,Primates,Aotidae,Aotus,nigriceps,,"Black-headed Night Monkey, Peruvian Night Monkey",3.025,1060.01,60,valid,extant,LC,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Aotidae Aotus nigriceps,split; from Cebidae to Aotidae,MSW3,,,,,,,,,,,,,,,,,,,,
4860,SA,,Primates,Aotidae,Aotus,trivirgatus,,"Northern Night Monkey, Three-striped Gray Night Monkey, Douroucouli, Northern Owl Monkey, Owl Monkey, Night Monkey, Three-striped Night Monkey",2.954,899.995,60,valid,extant,LC,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Aotidae Aotus trivirgatus,split; from Cebidae to Aotidae,MSW3,,,,,,,,,,,,,,,,,,,,
4861,SA,,Primates,Aotidae,Aotus,vociferans,,"Spix's Night Monkey, Spix's Owl Monkey, Noisy Night Monkey, Colombian Gray Night Monkey, Night Monkey",2.941,872.991,61,valid,extant,LC,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Aotidae Aotus vociferans,split; from Cebidae to Aotidae,MSW3,,,,,,,,,,,,,,,,,,,,
4835,SA,,Primates,Atelidae,Alouatta,belzebul,,"Red-handed Howler Monkey, Black and Red Howler, Red-handed Howler, Red-handed Howling Monkey",3.806,6400,61,valid,extant,VU,2008,Browse/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Alouatta belzebul,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4836,SA,,Primates,Atelidae,Alouatta,caraya,,"Black-and-gold Howler Monkey, Black Howling Monkey, Black Howler Monkey, Black Howler",3.768,5862.461,61,valid,extant,LC,2008,Browse/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Alouatta caraya,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4838,SA,,Primates,Atelidae,Alouatta,palliata,,"Mantled Howler Monkey, South Pacific Blackish Howling Monkey, Ecuadorian Mantled Howling Monkey, Mantled Howler",3.862,7274.95,60,valid,extant,LC,2008,Browse/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Alouatta palliata,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4839,SA,,Primates,Atelidae,Alouatta,sara,,"Bolivian Red Howler Monkey, Bolivian Red Howling Monkey, Bolivian Red Howler",3.82,6611.043,61,valid,extant,LC,2008,Browse/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Alouatta sara,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4840,SA,,Primates,Atelidae,Alouatta,seniculus, , ,3.789,6145.539,60,,extant, , ,Browse/frug,t3,arboreal,Genus and species  me match. Likely taxonomy is PRIMATES Atelidae Alouatta seniculus,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4878,SA,,Primates,Atelidae,Ateles,belzebuth,Ateles belzebuth subspecies belzebuth,"White-bellied Spider Monkey, White-fronted Spider Monkey, Long-haired Spider Monkey",3.699,5000,60,valid,extant,EN,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Ateles belzebuth,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4879,SA,,Primates,Atelidae,Ateles,chamek,,"Black-faced Black Spider Monkey, Peruvian Black Spider Monkey, Peruvian Spider Monkey, Chamek Spider Monkey",3.778,5999.983,61,valid,extant,EN,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Ateles chamek,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4880,SA,,Primates,Atelidae,Ateles,fusciceps,,"Brown-headed Spider Monkey, Black-headed Spider Monkey",3.959,9100,74,valid,extant,CR,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Ateles fusciceps,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4881,SA,,Primates,Atelidae,Ateles,marginatus,Ateles belzebuth subspecies marginatus,"White-cheeked Spider Monkey, White-whiskered Spider Monkey",3.778,5999.983,61,valid,extant,EN,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Ateles marginatus,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4882,SA,,Primates,Atelidae,Ateles,paniscus,,"Guiana Spider Monkey, Red-faced Black Spider Monkey, Red-faced Spider Monkey, Black Spider Monkey",3.898,7900.053,60,valid,extant,VU,2008,frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Ateles paniscus,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4904,SA,,Primates,Atelidae,Brachyteles,arachnoides,,"Southern Muriqui, Southern Woolly Spider Monkey, Woolly Spider Monkey, Muriqui",4.13,13499.883,61,valid,extant,EN,2008,Browse/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Brachyteles arachnoides,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
5187,SA,,Primates,Atelidae,Lagothrix,lagotricha,Lagothrix lagothricha  ,"Common Woolly Monkey, Humboldt's Woolly Monkey, Woolly Monkey",3.799,6299.992,60,valid,extant,VU,2008,Frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Atelidae Lagothrix lagotricha,split; from Cebidae to Atelidae,MSW3,,,,,,,,,,,,,,,,,,,,
4935,SA,,Primates,Callitrichidae,Callithrix,humeralifer, , ,2.544,350.002,61,,extant, , ,Frug/ginsect,t3,arboreal,Species  me change. Listing all species in the genus: acariensis or argentata or aurita or chrysoleuca or emiliae or flaviceps or geoffroyi or humeralifera or humilis or intermedia or jacchus or kuhlii or leucippe or manicorensis or marcai or mauesi or melanura or nigriceps or penicillata or pygmaea or saterei,Callithrix (Mico) humeralifera Santarem Mamoset was split from Callithrix chrysoleuca and intermedia (1990) need to check if mass changed with split,MSW3,CAN'T FIND,,,,,,,,,,,,,,,,,,,
5196,SA,,Primates,Callitrichidae,Leontopithecus,chrysomela, , ,2.845,700.003,61,,extant, , ,Ginsect/frug,t3,arboreal,Species  me change. Listing all species in the genus: caissara or chrysomelas or chrysopygus or rosalia,,,,,,,,,,,,,,,,,,,,,,
4837,SA,,Primates,Cebidae,Alouatta,guariba,Alouatta fusca  ,"Brown Howler, Brown Howling Monkey, Southern Brown Howling Monkey, Brown Howler Monkey",3.903,8000,60,valid,extant,LC,2008,Browse/frug,t3,arboreal,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Murina fusca,synonym; A. fusca is now A. guariba,IUCN redlist,,,,,,,,,,,,,,,,,,,,
4852,SA,,Primates,Cebidae,Aotus,azarai, , ,2.984,962.897,61,,extant, , ,frug/browse,t3,arboreal,Species  me change. Listing all species in the genus: azarae or hershkovitzi or lemurinus or mico x or  ncymaae or nigriceps or trivirgatus or vociferans,,,,,,,,,,,,,,,,,,,,,,
4853,SA,,Primates,Cebidae,Aotus,brumbacki,Aotus lemurinus subspecies brumbacki,Brumback's Night Monkey,2.903,800,61,valid,extant,VU,2008,frug/browse,t3,arboreal,Species name change. Listing all species in the genus: azarae or hershkovitzi or lemurinus or miconax or nancymaae or nigriceps or trivirgatus or vociferans,,,,,,,,,,,,,,,,,,,,,,
4855,SA,,Primates,Cebidae,Aotus,infulatus, , ,2.903,800,61,,extant, , ,frug/browse,t3,arboreal,Species  me change. Listing all species in the genus: azarae or hershkovitzi or lemurinus or mico x or  ncymaae or nigriceps or trivirgatus or vociferans,,,,,,,,,,,,,,,,,,,,,,
5690,SA,,Primates,Cebidae,Caipora,bambuiorum,,,4.312,20500,46,valid,extinct,EX,,Frug/browse,wp,arboreal,,Good taxonomy,"Cartelle, Castor, and Walter Carl Hartwig. ""A new extinct primate among the Pleistocene megafauna of Bahia, Brazil."" Proceedings of the National Academy of Sciences 93.13 (1996): 6405-6409.; Hartwig, Walter Carl, and Castor Cartelle. ""A complete skeleton of the giant South American primate Protopithecus."" (1996): 307-311.",,,,,,,,,,,,,,,,,,,,
4930,SA,,Primates,Cebidae,Callimico,goeldii,,"Goeldi's Monkey, Callimico, Goeldi's Tamarin, Goeldi's Marmoset",2.681,479.999,61,valid,extant,VU,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Callimico goeldii,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4931,SA,,Primates,Cebidae,Callithrix,argentata, , ,2.643,439.997,61,,extant, , ,Frug/ginsect,t3,arboreal,Genus and species  me match. Likely taxonomy is PRIMATES Cebidae Callithrix argentata,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4932,SA,,Primates,Cebidae,Callithrix,aurita,,"Buffy-tufted-ear Marmoset, White-eared Marmoset, Buffy-tufted Marmoset, Buffy Tufted-ear Marmoset",2.534,342.003,61,valid,extant,VU,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Callithrix aurita,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4933,SA,,Primates,Cebidae,Callithrix,flaviceps,,Buffy-headed Marmoset,2.534,342.003,61,valid,extant,EN,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Callithrix flaviceps,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4934,SA,,Primates,Cebidae,Callithrix,geoffroyi,,"Geoffroy's Tufted-ear Marmoset, White-fronted Marmoset, White-faced Marmoset, Geoffroy's Marmoset, White-headed Marmoset",2.534,342.003,61,valid,extant,LC,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Callithrix geoffroyi,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4936,SA,,Primates,Cebidae,Callithrix,jacchus,,"Common Marmoset, White-tufted-ear Marmoset",2.465,291.998,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Callithrix jacchus,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4937,SA,,Primates,Cebidae,Callithrix,kuhlii,,"Wied's Marmoset, Wied's Black-tufted-ear Marmoset",2.534,342.003,61,valid,extant,NT,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Callithrix kuhlii,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
