Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO,,,,,,,,,,,,,,,,,,,
4938,SA,,Primates,Cebidae,Callithrix,penicillata,,"Black-pencilled Marmoset, Black-tufted Marmoset, Black-tufted-ear Marmoset",2.534,342.003,61,valid,extant,LC,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Callithrix penicillata,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4939,SA,,Primates,Cebidae,Callithrix,pygmaea, , ,2.097,125,75,,extant, , ,Frug/ginsect,t3,arboreal,Genus and species  me match. Likely taxonomy is PRIMATES Cebidae Callithrix pygmaea,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
4964,SA,,Primates,Cebidae,Cebus,albifrons,Cebus albifrons subspecies albifrons|Cebus albifrons subspecies hypoleucus|Simia albifrons,"Humboldt's White-fronted Capuchin, White-fronted Capuchin",3.42,2628.996,60,valid,extant,LC,2015,Frug/ginsect,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4965,SA,,Primates,Cebidae,Cebus,apella, , ,3.398,2500,61,,extant, , ,Frug/ginsect,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4966,SA,,Primates,Cebidae,Cebus,capucinus, , ,3.437,2733.317,60,,extant, , ,Frug/ginsect,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4967,SA,,Primates,Cebidae,Cebus,olivaceus, , ,3.415,2599.98,60,,extant, , ,Frug/ginsect,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5197,SA,,Primates,Cebidae,Leontopithecus,chrysopygus,,"Black Lion Tamarin, Golden-rumped Lion Tamarin",2.845,700.003,61,valid,extant,EN,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Leontopithecus chrysopygus,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5198,SA,,Primates,Cebidae,Leontopithecus,rosalia,,Golden Lion Tamarin,2.729,535.501,61,valid,extant,EN,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Leontopithecus rosalia,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5186,SA,,Primates,Cebidae,Oreonax,flavicauda,Lagothrix flavicauda  ,"Peruvian Yellow-tailed Woolly Monkey, Yellow-tailed Woolly Monkey",3.833,6800.017,61,valid,extant,CR,2008,Frug,t3,arboreal,Genus level change. ,"synonym: was Lagothrix falvicuada, now Oreonax flavicauda",IUCN,,,,,,,,,,,,,,,,,,,,
5558,SA,,Primates,Cebidae,Saguinus,bicolor,Saguinus bicolor subspecies bicolor,"Brazilian Bare-faced Tamarin, Pied Bare-faced Tamarin, Pied Bare-face Tamarin, Pied Tamarin",2.667,464.997,61,valid,extant,EN,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus bicolor,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5559,SA,,Primates,Cebidae,Saguinus,fuscicollis,,"Saddleback Tamarin, Andean Saddle-back Tamarin",2.588,386.999,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus fuscicollis,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5560,SA,,Primates,Cebidae,Saguinus,geoffroyi,,"Geoffroy's Tamarin, Red Crested Bare-face Tamarin, Geoffroy's Tamarin",2.687,486.497,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus geoffroyi,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5561,SA,,Primates,Cebidae,Saguinus,imperator,,"Emperor Tamarin, Black-chinned Emperor Tamarin",2.602,400,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus imperator,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5562,SA,,Primates,Cebidae,Saguinus,inustus,,"Mottled-face Tamarin, Mottle-face Tamarin",2.613,410.497,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus inustus,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5563,SA,,Primates,Cebidae,Saguinus,labiatus,,"Red-chested Mustached Tamarin, Red-bellied Tamarin",2.76,575.003,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus labiatus,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5564,SA,,Primates,Cebidae,Saguinus,leucopus,,"Silvery-brown Tamarin, White-footed Tamarin, Silvery-brown Bare-face Tamarin",2.643,439.997,61,valid,extant,EN,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus leucopus,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5565,SA,,Primates,Cebidae,Saguinus,midas,,"Golden-handed Tamarin, Midas Tamarin, Red-handed Tamarin, Yellow-handed Tamarin",2.732,539.995,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus midas,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5566,SA,,Primates,Cebidae,Saguinus,mystax,,"Moustached Tamarin, Spix's Moustached Tamarin, Black-chested Mustached Tamarin",2.791,618.002,61,valid,extant,LC,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus mystax,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5567,SA,,Primates,Cebidae,Saguinus,nigricollis,,"Black Mantle Tamarin, Hern‡ndez-camacho's Black Mantle Tamarin",2.665,461.998,61,valid,extant,LC,2008,Ginsect/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus nigricollis,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5568,SA,,Primates,Cebidae,Saguinus,oedipus,Simia oedipus,"Cotton-headed Tamarin, Cotton-top Tamarin",2.633,430.002,61,valid,extant,CR,2014,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus oedipus,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5569,SA,,Primates,Cebidae,Saguinus,tripartitus,,"Golden-mantle Saddleback Tamarin, Golden-mantled Saddle-back Tamarin, Golden-mantled Tamarin",2.595,393.496,61,valid,extant,NT,2008,Frug/ginsect,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Cebidae Saguinus tripartitus,Callitrichidae does not appear in W&R; changed from Callitrichidae to Cebidae,MSW3,,,,,,,,,,,,,,,,,,,,
5570,SA,,Primates,Cebidae,Saimiri,boliviensis,,"Bolivian/peruvian Squirrel Monkey, Bolivian Squirrel Monkey, Black-headed Squirrel Monkey",2.789,615.007,60,valid,extant,LC,2008,Frug,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5571,SA,,Primates,Cebidae,Saimiri,sciureus,,"Common Squirrel Monkey, South American Squirrel Monkey",2.871,743.242,60,valid,extant,LC,2008,Frug,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5572,SA,,Primates,Cebidae,Saimiri,ustus,,"Golden-backed Squirrel Monkey, Bare-eared Squirrel Monkey, Golden-backed Squirel Monkey",3,1000,61,valid,extant,NT,2008,Frug,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5573,SA,,Primates,Cebidae,Saimiri,vanzolinii,,"Black-headed Squirrel Monkey, Black Squirrel Monkey",2.886,769.609,61,valid,extant,VU,2008,Frug,t3,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4912,SA,,Primates,Pitheciidae,Cacajao,calvus,,"Bald-headed Uacari, White Uakari, Bald Uacari, Bald Uakari, Red-and-white Uacari, Red Uakari, Bald-headed Uakari",3.763,5796.022,61,valid,extant,VU,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Cacajao calvus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4913,SA,,Primates,Pitheciidae,Cacajao,melanocephalus, , ,3.491,3100,269,,extant, , ,Frug,t3,arboreal,Genus and species  me match. Likely taxonomy is PRIMATES Pitheciidae Cacajao melanocephalus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4917,SA,,Primates,Pitheciidae,Callicebus,brunneus,,"Brown Titi Monkey, Brown Titi",2.997,992.407,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus brunneus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4918,SA,,Primates,Pitheciidae,Callicebus,caligatus,,"Chestnut-bellied Titi, Booted Titi, Booted Titi, Chestnut-bellied Titi Monkey, Titi Monkey",2.997,992.407,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus caligatus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4919,SA,,Primates,Pitheciidae,Callicebus,cinerascens,,"Ashy Black Titi Monkey, Ashy Titi, Ashy-grey Titi, Ashy Black Titi, Titi Monkey",2.997,992.407,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus cinerascens,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4920,SA,,Primates,Pitheciidae,Callicebus,cupreus,,"Coppery Titi Monkey, Coppery Titi, Red Titi Monkey",2.961,914.998,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus cupreus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4921,SA,,Primates,Pitheciidae,Callicebus,donacophilus,,"Bolivian Gray Titi, Titi Monkey, Bolivian Titi, Bolivian Titi Monkey, Bolivian Grey Titi, White-eared Titi, White Eared Titi",2.9,795.005,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus donacophilus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4922,SA,,Primates,Pitheciidae,Callicebus,dubius,,"Hershkovitz's Titi, Dubius Titi, Doubtful Titi Monkey",2.997,992.407,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus dubius,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4923,SA,,Primates,Pitheciidae,Callicebus,hoffmannsi,,"Hoffmann's Titi Monkey, Hoffmanns's Titi",2.997,992.407,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus hoffmannsi,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4924,SA,,Primates,Pitheciidae,Callicebus,modestus,,"Beni Titi Monkey, Rio Beni Titi, Modest Titi, Bolivian Titi, Titi Monkey",2.997,992.407,61,valid,extant,EN,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus modestus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4925,SA,,Primates,Pitheciidae,Callicebus,moloch,,"Red-bellied Titi Monkey, Dusky Titi, Red-bellied Titi, Titi Monkey",2.932,854.732,60,valid,extant,LC,2008,Browse/frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus moloch,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4926,SA,,Primates,Pitheciidae,Callicebus,oenanthe,,"San Martin Titi Monkey, Rio Mayo Titi Monkey, Rio Mayo Titi, Andean Titi Monkey",2.997,992.407,61,valid,extant,CR,2011,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus oenanthe,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4927,SA,,Primates,Pitheciidae,Callicebus,olallae,,"Olalla Brothers' Titi, Olalla's Titi Monkey, Olalla's Titi, Beni Titi Monkey, Ollala Brothers' Titi",2.997,992.407,61,valid,extant,EN,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus olallae,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4928,SA,,Primates,Pitheciidae,Callicebus,personatus,Callicebus personatus subspecies personatus,"Atlantic Titi, Northern Masked Titi, Masked Titi",3.13,1349.988,61,valid,extant,VU,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus personatus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4929,SA,,Primates,Pitheciidae,Callicebus,torquatus,,"Collared Titi Monkey, Widow Monkey, Collared Titi, Yellow Handed Titi",3.021,1050.002,60,valid,extant,LC,2008,Frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Callicebus torquatus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4987,SA,,Primates,Pitheciidae,Chiropotes,albinasus,,"White-nosed Saki, Red-nosed Bearded Saki, White-nosed Bearded Saki, Red-nosed Saki",3.462,2900.013,61,valid,extant,EN,2008,Frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Chiropotes albinasus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
4988,SA,,Primates,Pitheciidae,Chiropotes,satanas,Chiropotes satanas subspecies satanas,"Black Bearded Saki, Black Saki, Bearded Saki, Brown-bearded Saki",3.477,2999.991,60,valid,extant,CR,2008,Frug,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Chiropotes satanas,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
5460,SA,,Primates,Pitheciidae,Pithecia,aequatorialis,,Equatorial Saki,3.352,2249.987,61,valid,extant,LC,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Pithecia aequatorialis,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
5461,SA,,Primates,Pitheciidae,Pithecia,albicans,,"Buffy Saki, White Saki",3.447,2800.013,61,valid,extant,VU,2008,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Pithecia albicans,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
5462,SA,,Primates,Pitheciidae,Pithecia,irrorata, , ,3.35,2240.99,61,,extant, , ,Frug/browse,t3,arboreal,Genus and species  me match. Likely taxonomy is PRIMATES Pitheciidae Pithecia irrorata,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
5463,SA,,Primates,Pitheciidae,Pithecia,monachus, , ,3.187,1537.517,60,,extant, , ,Frug/browse,t3,arboreal,Genus and species  me match. Likely taxonomy is PRIMATES Pitheciidae Pithecia mo chus,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
5464,SA,,Primates,Pitheciidae,Pithecia,pithecia,Pithecia pithecia subspecies pithecia|Simia pithecia,White-faced Saki,3.138,1375.498,60,valid,extant,LC,2015,Frug/browse,t3,arboreal,Genus and species name match. Likely taxonomy is PRIMATES Pitheciidae Pithecia pithecia,"split; was Cebidae, now is Pitheciidae",MSW3,,,,,,,,,,,,,,,,,,,,
5695,SA,,Proboscidea,Gomphotheriidae,Cuvieronius,hyodon,,,6.699,5.00E+06,11_ 47,valid,extinct,EX,,browse,t2,terr,,Good taxonomy,"W. D. Lambert and J. Shoshani. 1998. Proboscidea. In C. M. Janis, K. M. Scott, and L. L. Jacobs (eds.), Evolution of Tertiary mammals of North America 606-621",,,,,,,,,,,,,,,,,,,,
5734,SA,,Proboscidea,Gomphotheriidae,Stegomastodon,platensis, , ,6.792,6193000,11_ 26_ 41,,extinct,EX, ,Browse,same as family,terr,Neither the genus nor the species exist- family or above change or no more info available.,genus changed from Notiomastodon to Stegomastodon,Prado et al. 2005,,,,,,,,,,,,,,,,,,,,
5756,SA,,Proboscidea,Gomphotheriidae,Stegomastodon,superbus,,,6.88,7580000,39_ 43,valid,extinct,EX,,Browse,same as family,terr,,Good taxonomy,Prado et al. 2005,,,,,,,,,,,,,,,,,,,,
5712,SA,,Proboscidea,Gomphotheriidae,Stegomastodon,waringi, , ,6.778,6.00E+06,11_ 48,,extinct,EX, ,Browse,same as family,terr,Neither the genus nor the species exist- family or above change or no more info available.,genus  me change: from Haplomastodon chimborazi to Stegomastodon waringi based on,Prado et al 2005,,,,,,,,,,,,,,,,,,,,
4783,SA,,Rodentia,Abrocomidae,Abrocoma,bennettii,,Bennett's Chinchilla Rat,2.399,250.501,61,valid,extant,LC,2008,Browse/frug,t3,terr,Species name change. ,spelling change; bennetti is now bennettii,MSW3,,,,,,,,,,,,,,,,,,,,
4784,SA,,Rodentia,Abrocomidae,Abrocoma,boliviensis,,Bolivian Chinchilla Rat,2.199,158.001,61,valid,extant,CR,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4785,SA,,Rodentia,Abrocomidae,Abrocoma,cinerea,,Ashy Chinchilla Rat,2.398,250,61,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4790,SA,,Rodentia,Agoutidae,Cuniculus,paca,Agouti paca  ,Spotted Paca,3.903,8000,60,valid,extant,LC,2008,frug/browse,t3,terr,Genus level change. ,"synonym; was Agouti, now is Cuniculus","EOL, Woods, Charles A.; Kilpatrick, C. William (16 November 2005), Wilson and Reeder",,,,,,,,,,,,,,,,,,,,
4791,SA,,Rodentia,Agoutidae,Cuniculus,taczanowskii,Agouti taczanowskii  ,Mountain Paca,3.954,8999.948,61,valid,extant,NT,2008,t3,terr,,Genus level change. ,"synonym; was Agouti, now is Cuniculus","EOL, Woods, Charles A.; Kilpatrick, C. William (16 November 2005), Wilson and Reeder",,,,,,,,,,,,,,,,,,,,
4959,SA,,Rodentia,Caviidae,Cavia,aperea,,Brazilian Guinea Pig,2.74,548.997,61,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4960,SA,,Rodentia,Caviidae,Cavia,fulgida,,Shiny Guinea Pig,2.451,282.501,60,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4961,SA,,Rodentia,Caviidae,Cavia,magna,,Greater Guinea Pig,2.663,460.002,61,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4962,SA,,Rodentia,Caviidae,Cavia,porcellus, , ,2.862,727.998,61,,extant, , ,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4963,SA,,Rodentia,Caviidae,Cavia,tschudii,,Montane Guinea Pig,3,1000,75,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5090,SA,,Rodentia,Caviidae,Dolichotis,patagonum,,"Patagonian Cavy, Patagonian Hare, Patagonian Mara",3.903,8000,60,valid,extant,NT,2008,Browse,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5091,SA,,Rodentia,Caviidae,Dolichotis,salinicola,,"Dwarf Patagonian Cavy, Dwarf Mara, Dwarf Patagonian Hare, Chacoan Mara",3.204,1600,60,valid,extant,LC,2008,Browse,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5133,SA,,Rodentia,Caviidae,Galea,flavidens,,Yellow-toothed Cavy,2.653,449.997,61,valid,extant,LC,2008,graze/browse,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5134,SA,,Rodentia,Caviidae,Galea,musteloides,,Common Yellow-toothed Cavy,2.681,479.999,60,valid,extant,LC,2008,graze/browse,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5135,SA,,Rodentia,Caviidae,Galea,spixii,,Spix's Yellow-toothed Cavy,2.513,326.197,61,valid,extant,LC,2008,graze/browse,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5179,SA,,Rodentia,Caviidae,Kerodon,rupestris,,Rock Cavy,2.903,800,61,valid,extant,LC,2008,Browse,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5264,SA,,Rodentia,Caviidae,Microcavia,australis,,Southern Mountain Cavy,2.457,286.101,61,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5265,SA,,Rodentia,Caviidae,Microcavia,niata,,Andean Mountain Cavy,2.407,255.2,61,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5266,SA,,Rodentia,Caviidae,Microcavia,shiptoni,,Shipton's Mountain Cavy,2.267,184.999,61,valid,extant,NT,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
4979,SA,,Rodentia,Chinchillidae,Chinchilla,chinchilla,Chinchilla brevicauda  |Chinchilla brevicaudata  ,Short-tailed Chinchilla,2.699,500,61,valid,extant,CR,2008,Browse/frug,t3,terr,Genus level change. ,synonym; C. brevicaudata is now C cihnchilla,IUCN redlist,,,,,,,,,,,,,,,,,,,,
4980,SA,,Rodentia,Chinchillidae,Chinchilla,lanigera,,"Long-tailed Chinchilla, Chinchilla",2.62,417,241,valid,extant,CR,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5182,SA,,Rodentia,Chinchillidae,Lagidium,peruanum, , ,3.086,1220,61,,extant, , ,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5183,SA,,Rodentia,Chinchillidae,Lagidium,viscacia,Lagidium peruanum,"Southern Mountain Viscacha, Southern Viscacha",3.188,1539.997,61,valid,extant,LC,2008,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5184,SA,,Rodentia,Chinchillidae,Lagidium,wolffsohni,,Wolffsohn's Viscacha,3.428,2682.008,61,valid,extant,DD,2013,Browse/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
5185,SA,,Rodentia,Chinchillidae,Lagostomus,maximus,,Plains Viscacha,3.667,4647.506,60,valid,extant,LC,2013,graze/frug,t3,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
